Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT4G26940.1,AT4G26940,,1.59,DOWN,8.24,0.7275,putative beta-1;3-galactosyltransferase 4
AT4G26970.1,AT4G26970,ACO2,1.30,UP,17.68,0.3715,aconitase 2
AT4G27000.1,AT4G27000,ATRBP45C,1.94,DOWN,33.05,0.0011,RNA recognition motif-containing protein
AT4G27080.1,AT4G27080,PDIL5-4,1.10,DOWN,5.90,1,protein PDI-like 5-4
AT4G27090.1,AT4G27090,,1.62,DOWN,268.82,0.0011,60S ribosomal protein L14-2
AT4G27130.1,AT4G27130,,1.22,DOWN,31.57,0.8055,protein translation factor SUI1-1
AT4G27180.1,AT4G27180,ATK2,10.16,UP,7.39,0.1311,kinesin 2
AT4G27230.1,AT4G27230,HTA2,58806.86,DOWN,23.40,0.5672,histone H2A 2
AT4G27230.2,AT4G27230,HTA2,859.54,UP,25.11,0.5672,histone H2A 2
AT4G27260.1,AT4G27260,GH3.5,2.48,UP,8.86,0.1446,indole-3-acetic acid-amido synthetase GH3.5
AT4G27280.1,AT4G27280,,3.75,DOWN,14.42,0.1970,EF-hand; calcium binding motif-containing protein
AT4G27300.1,AT4G27300,,5.05,UP,5.73,0.1071,S-locus lectin protein kinase-like protein
AT4G27310.1,AT4G27310,,1.86,DOWN,31.46,0.1154,B-box type zinc finger-containing protein
AT4G27320.1,AT4G27320,ATPHOS34,1.28,DOWN,18.66,0.7550,universal stress protein (USP) family pr
AT4G27380.1,AT4G27380,,2.60,DOWN,15.55,0.4349,uncharacterized protein
AT4G27390.1,AT4G27390,,5.67,UP,6.85,0.4935,uncharacterized protein
AT4G27430.1,AT4G27430,CIP7,4.81,UP,5.98,0.0269,COP1-interacting protein 7
AT4G27440.1,AT4G27440,PORB,2.06,DOWN,121.35,0.0292,protochlorophyllide reductase B
AT4G27440.2,AT4G27440,PORB,6.01,UP,38.90,0.5392,protochlorophyllide reductase B
AT4G27450.1,AT4G27450,,2.00,DOWN,23.01,0.2182,aluminum induced protein with YGL and LRDR motifs
AT4G27470.1,AT4G27470,RMA3,1.39,UP,13.31,0.7198,E3 ubiquitin-protein ligase RMA3
AT4G27500.1,AT4G27500,PPI1,2.67,UP,16.20,0.0046,proton pump interactor 1
AT4G27520.1,AT4G27520,ENODL2,2.11,DOWN,99.31,0.0011,early nodulin-like protein 2
AT4G27600.1,AT4G27600,NARA5,2.12,DOWN,25.34,0.0406,pfkB-like carbohydrate kinase family protein
AT4G27652.1,AT4G27652,,1.72,DOWN,14.29,0.6480,uncharacterized protein
AT4G27700.1,AT4G27700,,1.40,UP,19.63,0.6070,rhodanese-like domain-containing protein
AT4G27720.1,AT4G27720,,1.05,UP,15.18,1,major facilitator protein
AT4G27740.1,AT4G27740,,2.73,UP,11.10,0.5672,yippee-like protein
AT4G27750.1,AT4G27750,ISI1,1.59,DOWN,9.07,0.7476,impaired sucrose induction 1 protein
AT4G27760.1,AT4G27760,FEY,2.39,DOWN,7.97,0.2964,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G27800.1,AT4G27800,TAP38,1.56,UP,46.84,0.1167,protein phosphatase 2C 57
AT4G27830.1,AT4G27830,BGLU10,3.09,UP,7.60,0.2197,beta glucosidase 10
AT4G27870.1,AT4G27870,,1.65,UP,9.86,0.2493,vacuolar iron transporter-like protein
AT4G27880.1,AT4G27880,,1.11,DOWN,7.43,1,E3 ubiquitin-protein ligase SINAT4
AT4G27960.1,AT4G27960,UBC9,1.59,DOWN,50.09,0.4234,SUMO-conjugating enzyme UBC9
AT4G27990.1,AT4G27990,YLMG1-2,1.02,DOWN,38.91,1,YGGT family protein
AT4G28025.1,AT4G28025,,17480.44,UP,9.30,0.6919,uncharacterized protein
AT4G28025.2,AT4G28025,,2.33,DOWN,52.38,0.4496,uncharacterized protein
AT4G28030.1,AT4G28030,,1.23,DOWN,38.67,0.8007,GCN5-related N-acetyltransferase (GNAT) family protein
AT4G28030.2,AT4G28030,,30955.08,DOWN,6.00,0.6891,GCN5-related N-acetyltransferase (GNAT) family protein
AT4G28050.1,AT4G28050,TET7,2.01,DOWN,8.39,0.4617,tetraspanin7
AT4G28060.1,AT4G28060,,1.22,DOWN,89.97,0.6828,cytochrome c oxidase; subunit 6b
AT4G28080.1,AT4G28080,,5.15,UP,15.55,0.0011,tetratricopeptide repeat domain protein
AT4G28100.1,AT4G28100,,1.02,UP,5.41,1,uncharacterized protein
AT4G28180.1,AT4G28180,,1.12,DOWN,5.71,1,uncharacterized protein
AT4G28210.1,AT4G28210,emb1923,1.79,DOWN,11.99,0.4452,embryo defective 1923 protein
AT4G28240.1,AT4G28240,,1.42,UP,35.20,0.5416,putative wound-responsive protein
AT4G28250.1,AT4G28250,ATEXPB3,3.53,DOWN,17.22,0.5477,expansin B3
AT4G28250.2,AT4G28250,ATEXPB3,1246.88,UP,4.45,0.6899,expansin B3
AT4G28260.2,AT4G28260,,1.31,UP,9.19,0.6980,uncharacterized protein
AT4G28270.1,AT4G28270,RMA2,2.70,UP,10.41,0.5072,E3 ubiquitin-protein ligase RMA2
AT4G28300.1,AT4G28300,,1.75,DOWN,8.73,0.5536,uncharacterized protein
AT4G28360.1,AT4G28360,,1.88,UP,8.84,0.4716,Ribosomal protein L22p/L17e family protein
AT4G28440.1,AT4G28440,,1.94,DOWN,12.06,0.4496,OB-fold nucleic acid binding domain-containing protein
AT4G28480.1,AT4G28480,,1.66,UP,9.48,0.4960,DNAJ heat shock protein
AT4G28510.1,AT4G28510,ATPHB1,3.15,DOWN,6.01,0.2576,prohibitin 1
AT4G28660.1,AT4G28660,PSB28,2.28,DOWN,122.35,0.0011,photosystem II reaction center PSB28 protein
AT4G28750.1,AT4G28750,PSAE-1,1.44,DOWN,826.05,0.0011,photosystem I reaction center subunit IV A
AT4G28770.1,AT4G28770,,1.37,UP,14.73,0.7246,Tetraspanin family protein
AT4G28780.1,AT4G28780,,1.05,DOWN,8.95,1,GDSL esterase/lipase
AT4G28830.1,AT4G28830,,2.80,DOWN,8.41,0.8598,putative methylase
AT4G28830.2,AT4G28830,,1.45,UP,7.75,1,putative methylase
AT4G28880.1,AT4G28880,ckl3,1.68,UP,16.20,0.2189,protein casein kinase I-like 3
AT4G28910.3,AT4G28910,NINJA,118.12,UP,3.37,0.5672,AFP-like protein 2
AT4G29010.1,AT4G29010,AIM1,1.67,UP,10.60,0.2021,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
AT4G29020.1,AT4G29020,,2.78,DOWN,430.63,0.0011,glycine-rich protein
AT4G29020.2,AT4G29020,,2.62,DOWN,29.37,0.4426,glycine-rich protein
AT4G29030.1,AT4G29030,,1.48,DOWN,36.21,0.4987,Putative membrane lipoprotein
AT4G29060.1,AT4G29060,emb2726,2.79,UP,36.39,0.0011,elongation factor Ts family protein
AT4G29060.2,AT4G29060,emb2726,16.23,UP,7.73,0.4449,elongation factor Ts family protein
AT4G29070.1,AT4G29070,,1.04,DOWN,14.85,1,Phospholipase A2 family protein
AT4G29100.1,AT4G29100,,1.63,DOWN,10.30,0.4742,transcription factor bHLH68
AT4G29120.1,AT4G29120,,1.22,DOWN,12.04,1,3-hydroxyisobutyrate dehydrogenase
AT4G29130.1,AT4G29130,ATHXK1,1.51,UP,11.87,0.5366,hexokinase 1
AT4G29140.1,AT4G29140,,4.57,DOWN,8.14,0.1676,mate efflux domain-containing protein
AT4G29160.1,AT4G29160,SNF7.1,1.99,DOWN,15.19,0.6077,vacuolar protein sorting-associated protein 32-2
AT4G29160.3,AT4G29160,SNF7.1,17.31,UP,6.20,0.6858,vacuolar protein sorting-associated protein 32-2
AT4G29190.1,AT4G29190,,1.70,DOWN,9.37,0.5284,zinc finger CCCH domain-containing protein 49
AT4G29260.1,AT4G29260,,1.68,DOWN,17.61,0.4336,HAD superfamily; subfamily IIIB acid phosphatase
AT4G29310.1,AT4G29310,,2.45,DOWN,8.80,0.2582,uncharacterized protein
AT4G29330.1,AT4G29330,DER1,2.59,DOWN,9.06,0.2970,derlin-1
AT4G29350.1,AT4G29350,PFN2,2.20,DOWN,219.74,0.0011,profilin 2
AT4G29390.1,AT4G29390,,1.19,DOWN,145.23,0.6839,40S ribosomal protein S30
AT4G29410.1,AT4G29410,,1.80,UP,35.99,0.2542,60S ribosomal protein L28-2
AT4G29480.1,AT4G29480,,1.72,UP,44.18,0.2420,ATP synthase subunit G protein
AT4G29660.1,AT4G29660,EMB2752,3.66,DOWN,7.08,0.3411,protein embryo defective 2752
AT4G29670.1,AT4G29670,ACHT2,2.26,DOWN,15.80,0.5850,thioredoxin-like 2-2
AT4G29670.2,AT4G29670,ACHT2,5.12,UP,9.06,0.5607,thioredoxin-like 2-2
AT4G29680.1,AT4G29680,,1.32,DOWN,10.47,0.7200,alkaline-phosphatase-like protein
AT4G29700.1,AT4G29700,,1.02,UP,8.82,1,alkaline-phosphatase-like protein
AT4G29720.1,AT4G29720,ATPAO5,1.78,DOWN,7.46,0.4902,putative polyamine oxidase 5
AT4G29735.1,AT4G29735,,1.40,DOWN,49.09,0.5849,uncharacterized protein
AT4G29810.2,AT4G29810,MK1,15.07,UP,4.72,0.5672,mitogen-activated protein kinase kinase 2
AT4G29830.1,AT4G29830,VIP3,2.24,UP,8.77,0.3653,WD repeat-containing protein 61
AT4G29840.1,AT4G29840,MTO2,1.08,DOWN,17.51,1,threonine synthase 1
AT4G29870.1,AT4G29870,,1.92,DOWN,25.82,0.4571,Oligosaccharyltransferase complex/magnesium transporter family protein
AT4G29900.1,AT4G29900,ACA10,2.59,UP,4.95,0.0746,Ca2+-transporting ATPase
AT4G29905.1,AT4G29905,,2.90,DOWN,140.68,0.0011,uncharacterized protein
AT4G30010.1,AT4G30010,,2.40,DOWN,113.45,0.0054,uncharacterized protein
AT4G30020.1,AT4G30020,,1.16,DOWN,6.70,0.9020,PA-domain containing subtilase family protein
AT4G30140.1,AT4G30140,CDEF1,2.92,UP,26.12,0.0146,GDSL esterase/lipase
AT4G30190.1,AT4G30190,PMA2,1.40,DOWN,79.74,0.1579,H(+)-ATPase 2
AT4G30190.2,AT4G30190,PMA2,44.11,UP,5.84,0.6880,H(+)-ATPase 2
AT4G30210.1,AT4G30210,ATR2,1.38,DOWN,12.80,0.9179,NADPH-ferrihemoprotein reductase
AT4G30210.2,AT4G30210,ATR2,2.14,DOWN,5.35,0.8954,NADPH-ferrihemoprotein reductase
AT4G30220.1,AT4G30220,RUXF,4.31,DOWN,86.28,0.0146,small nuclear ribonucleoprotein F
AT4G30260.1,AT4G30260,,1.04,DOWN,10.69,1,Yip1 integral membrane domain-containing protein
AT4G30270.1,AT4G30270,MERI5B,1.23,UP,33.07,0.6924,xyloglucan:xyloglucosyl transferase
AT4G30290.1,AT4G30290,ATXTH19,1.30,UP,14.38,0.8330,xyloglucan:xyloglucosyl transferase
AT4G30440.1,AT4G30440,GAE1,2.74,DOWN,39.52,0.0011,UDP-D-glucuronate 4-epimerase 1
AT4G30450.1,AT4G30450,,2.62,DOWN,27.78,0.2952,glycine-rich protein
AT4G30460.1,AT4G30460,,2.22,DOWN,49.40,0.0380,glycine-rich protein
AT4G30470.1,AT4G30470,,1.26,DOWN,12.75,0.8839,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G30530.1,AT4G30530,,1.25,UP,34.00,0.6529,class I glutamine amidotransferase domain-containing protein
AT4G30550.1,AT4G30550,,2.72,UP,9.16,0.4104,class I glutamine amidotransferase domain-containing protein
AT4G30600.1,AT4G30600,,2.28,UP,14.38,0.0383,signal recognition particle receptor subunit alpha
AT4G30620.1,AT4G30620,,2.63,UP,6.20,0.7117,uncharacterized protein
AT4G30650.1,AT4G30650,,2.53,DOWN,111.99,0.0278,putative low temperature and salt responsive protein
AT4G30660.2,AT4G30660,,1.63,DOWN,92.99,0.5119,putative low temperature and salt responsive protein
AT4G30662.1,AT4G30662,,10.22,DOWN,7.25,0.5672,uncharacterized protein
AT4G30670.1,AT4G30670,,4.58,DOWN,40.04,0.1071,Putative membrane lipoprotein
AT4G30690.1,AT4G30690,,5139.21,DOWN,7.93,0.5672,translation initiation factor IF-3
AT4G30690.2,AT4G30690,,92.20,UP,11.24,0.5672,translation initiation factor IF-3
AT4G30760.2,AT4G30760,,1.52,DOWN,34.88,0.5366,Putative endonuclease or glycosyl hydrolase
AT4G30810.1,AT4G30810,scpl29,2.25,UP,7.52,0.3585,carboxypeptidase D
AT4G30845.1,AT4G30845,,1.61,UP,13.23,0.8324,uncharacterized protein
AT4G30850.1,AT4G30850,HHP2,2.58,DOWN,5.58,0.2849,heptahelical transmembrane protein2
AT4G30910.1,AT4G30910,,3.43,DOWN,10.52,0.1117,leucine aminopeptidase 2
AT4G30920.1,AT4G30920,,1.56,DOWN,21.38,0.2429,leucine aminopeptidase 3
AT4G30950.1,AT4G30950,FADC,1.20,DOWN,64.32,0.4995,omega-6 fatty acid desaturase
AT4G30960.1,AT4G30960,CIPK6,1.57,DOWN,86.86,0.0021,CBL-interacting serine/threonine-protein kinase 6
AT4G30993.2,AT4G30993,,1.00,UP,29.63,1,metallophosphatase domain-containing protein
AT4G30996.1,AT4G30996,,3.13,DOWN,33.40,0.0984,uncharacterized protein
AT4G31040.1,AT4G31040,,1.30,UP,11.45,1,CemA-like proton extrusion protein-like protein
AT4G31080.1,AT4G31080,,1.63,UP,7.13,0.5467,uncharacterized protein
AT4G31130.1,AT4G31130,,1.82,DOWN,9.26,0.5672,uncharacterized protein
AT4G31170.1,AT4G31170,,1.04,DOWN,8.24,1,protein kinase family protein
AT4G31180.1,AT4G31180,,1.02,DOWN,16.40,1,aspartyl-tRNA synthetase
AT4G31290.1,AT4G31290,,1.12,DOWN,21.25,1,chaC-like protein
AT4G31300.1,AT4G31300,PBA1,1.27,DOWN,25.11,0.9454,proteasome subunit beta type-6
AT4G31300.2,AT4G31300,PBA1,4648.37,DOWN,6.53,0.6771,proteasome subunit beta type-6
AT4G31310.1,AT4G31310,,3.45,UP,13.42,0.4090,AIG2-like protein
AT4G31340.1,AT4G31340,,1.43,UP,8.93,0.5917,myosin heavy chain-related protein
AT4G31390.2,AT4G31390,,2.45,UP,9.98,0.1146,uncharacterized aarF domain-containing protein kinase
AT4G31480.1,AT4G31480,,1.06,UP,10.16,1,coatomer subunit beta-1
AT4G31490.1,AT4G31490,,2.21,UP,4.94,0.1807,coatomer subunit beta-2
AT4G31500.1,AT4G31500,CYP83B1,1.11,DOWN,33.05,0.9013,cytochrome P450 83B1
AT4G31510.1,AT4G31510,,1.82,DOWN,8.94,0.7441,uncharacterized protein
AT4G31530.1,AT4G31530,,1.43,DOWN,16.35,0.5672,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G31560.1,AT4G31560,HCF153,1.14,DOWN,29.19,1,high chlorophyll fluorescence 153 protein
AT4G31580.1,AT4G31580,SRZ-22,2859.11,DOWN,4.20,0.6933,protein serine/arginine-rich 22
AT4G31580.2,AT4G31580,SRZ-22,1.08,DOWN,10.79,1,protein serine/arginine-rich 22
AT4G31720.1,AT4G31720,STG1,2.55,DOWN,9.40,0.8249,TBP-associated factor II 15
AT4G31720.2,AT4G31720,STG1,1.14,DOWN,11.49,1,TBP-associated factor II 15
AT4G31780.1,AT4G31780,MGD1,4.14,UP,7.88,0.5366,Monogalactosyldiacylglycerol synthase 1
AT4G31780.2,AT4G31780,MGD1,1.44,DOWN,6.86,0.9151,Monogalactosyldiacylglycerol synthase 1
AT4G31820.1,AT4G31820,ENP,2.16,UP,8.15,0.1579,Phototropic-responsive NPH3 family protein
AT4G31840.1,AT4G31840,ENODL15,1.20,DOWN,12.42,1,early nodulin-like protein 15
AT4G31860.1,AT4G31860,,3.73,UP,7.66,0.2176,putative protein phosphatase 2C 60
AT4G31910.1,AT4G31910,,1.79,UP,7.92,0.5130,HXXXD-type acyl-transferase-like protein
AT4G31985.1,AT4G31985,,2.24,DOWN,1267.09,0.0011,60S ribosomal protein L39-1
AT4G31990.2,AT4G31990,AAT3,3.99,DOWN,22.57,0.0199,aspartate aminotransferase
AT4G31990.3,AT4G31990,AAT3,3292.56,UP,15.82,0.5672,aspartate aminotransferase
AT4G32020.1,AT4G32020,,2.03,DOWN,73.30,0.0011,uncharacterized protein
AT4G32030.1,AT4G32030,,1.23,UP,12.60,0.9283,uncharacterized protein
AT4G32040.1,AT4G32040,KNAT5,1.40,DOWN,7.69,0.7034,homeobox protein knotted-1-like 5
AT4G32060.1,AT4G32060,,2873.29,UP,4.35,0.6956,EF-hand; calcium binding motif-containing protein
AT4G32060.2,AT4G32060,,1.94,DOWN,9.18,0.6073,EF-hand; calcium binding motif-containing protein
AT4G32070.1,AT4G32070,Phox4,1.63,UP,7.48,0.4106,octicosapeptide/Phox/Bem1p and tetratricopeptide repeat domain-containing protein
AT4G32130.1,AT4G32130,,1.19,DOWN,18.32,0.9467,uncharacterized protein
AT4G32150.1,AT4G32150,VAMP711,2.75,DOWN,45.05,0.0011,vesicle-associated membrane protein 711
AT4G32240.1,AT4G32240,,1.23,UP,33.70,0.8932,uncharacterized protein
AT4G32260.1,AT4G32260,,1.71,DOWN,419.63,0.0011,F-type H+-transporting ATPase subunit b
AT4G32285.1,AT4G32285,,1.22,UP,13.70,0.7550,putative clathrin assembly protein
AT4G32330.3,AT4G32330,,9.30,UP,4.10,0.5672,TPX2 (targeting protein for Xklp2) protein family
AT4G32340.1,AT4G32340,,1.57,DOWN,64.48,0.1464,tetratricopeptide repeat domain-containing protein-like protein
AT4G32390.1,AT4G32390,,1.43,DOWN,26.21,0.4500,Nucleotide-sugar transporter family protein
AT4G32400.1,AT4G32400,ATBT1,5.07,UP,5.54,0.4617,Mitochondrial substrate carrier family protein
AT4G32410.1,AT4G32410,CESA1,1.02,UP,31.92,1,cellulose synthase A catalytic subunit 1
AT4G32460.1,AT4G32460,,2.59,UP,14.52,0.1447,uncharacterized protein
AT4G32460.2,AT4G32460,,54.69,DOWN,4.73,0.5672,uncharacterized protein
AT4G32470.1,AT4G32470,,1.16,UP,72.08,0.7360,ubiquinol-cytochrome c reductase subunit 7
AT4G32520.1,AT4G32520,SHM3,1.01,UP,7.43,1,serine hydroxymethyltransferase 3
AT4G32530.1,AT4G32530,,1.40,UP,36.49,0.4290,ATPase; F0/V0 complex; subunit C protein
AT4G32551.1,AT4G32551,LUG,3.76,UP,5.78,0.0307,transcriptional corepressor LEUNIG
AT4G32570.1,AT4G32570,TIFY8,2.09,DOWN,14.72,0.1624,protein TIFY 8
AT4G32590.1,AT4G32590,,5721.50,DOWN,14.84,0.5672,2Fe-2S iron-sulfur cluster binding domain-containing protein
AT4G32590.4,AT4G32590,,5.59,UP,20.37,0.4211,2Fe-2S iron-sulfur cluster binding domain-containing protein
AT4G32600.1,AT4G32600,,1.38,DOWN,7.18,0.7173,C3H4 type zinc finger protein
AT4G32610.1,AT4G32610,,3.57,UP,8.27,0.0886,copper ion binding protein
AT4G32680.1,AT4G32680,,3.34,DOWN,8.70,0.1644,uncharacterized protein
AT4G32690.1,AT4G32690,GLB3,2.24,UP,10.18,0.4893,hemoglobin 3
AT4G32720.1,AT4G32720,La1,1.07,DOWN,12.21,1,La protein 1
AT4G32760.1,AT4G32760,,1.24,UP,9.27,0.6996,ENTH/VHS/GAT family protein
AT4G32770.1,AT4G32770,VTE1,1.49,DOWN,9.96,0.5672,tocopherol cyclase
AT4G32915.1,AT4G32915,,1.41,DOWN,17.73,0.7946,uncharacterized protein
AT4G32930.1,AT4G32930,,2.52,DOWN,28.22,0.2739,uncharacterized protein
AT4G32940.1,AT4G32940,GAMMA-VPE,1.38,UP,12.36,0.5119,vacuolar-processing enzyme gamma-isozyme
AT4G33000.2,AT4G33000,ATCBL10,1.15,UP,16.67,1,calcineurin B-like protein 10
AT4G33010.1,AT4G33010,AtGLDP1,1.46,UP,136.79,0.0011,glycine dehydrogenase
AT4G33030.1,AT4G33030,SQD1,1.76,DOWN,24.42,0.0889,UDP-sulfoquinovose synthase
AT4G33080.1,AT4G33080,,51714.44,UP,5.04,0.5672,AGC (cAMP-dependent; cGMP-dependent and protein kinase C) kinase family protein
AT4G33090.1,AT4G33090,APM1,1.12,UP,14.70,0.9267,aminopeptidase M1
AT4G33110.1,AT4G33110,,1.71,DOWN,5.82,0.8013,S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT4G33220.1,AT4G33220,PME44,1.97,DOWN,14.48,0.1114,pectinesterase 44
AT4G33250.1,AT4G33250,EIF3K,1.24,DOWN,38.28,0.6281,translation initiation factor 3 subunit K
AT4G33350.2,AT4G33350,,1.22,DOWN,11.71,1,Tic22-like protein
AT4G33360.1,AT4G33360,FLDH,2.37,UP,5.81,0.6283,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G33380.1,AT4G33380,,1.41,DOWN,22.02,0.4594,uncharacterized protein
AT4G33430.1,AT4G33430,ELG,1.87,DOWN,8.70,0.2576,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1
AT4G33470.1,AT4G33470,hda14,3.52,UP,5.48,0.2848,histone deacetylase 14
AT4G33510.1,AT4G33510,DHS2,1.18,DOWN,26.17,0.8032,phospho-2-dehydro-3-deoxyheptonate aldolase 2
AT4G33510.2,AT4G33510,DHS2,13.32,UP,6.51,0.5504,phospho-2-dehydro-3-deoxyheptonate aldolase 2
AT4G33520.1,AT4G33520,PAA1,1.09,DOWN,28.81,1,putative copper-transporting ATPase PAA1
AT4G33530.1,AT4G33530,KUP5,1.04,DOWN,9.25,1,Potassium transporter 13
AT4G33540.1,AT4G33540,,7.33,UP,17.30,0.0812,metallo-beta-lactamase family protein
AT4G33560.1,AT4G33560,,5.78,DOWN,32.37,0.1154,Wound-responsive family protein
AT4G33580.1,AT4G33580,BCA5,1.01,UP,23.48,1,beta carbonic anhydrase 5
AT4G33610.1,AT4G33610,,1.25,DOWN,30.91,0.8752,glycine-rich protein
AT4G33625.2,AT4G33625,,1.99,DOWN,15.03,0.5672,uncharacterized protein
AT4G33640.1,AT4G33640,,1.48,DOWN,50.66,0.5361,uncharacterized protein
AT4G33666.1,AT4G33666,,2.00,DOWN,59.00,0.3073,uncharacterized protein
AT4G33680.1,AT4G33680,AGD2,2.25,UP,17.22,0.0773,LL-diaminopimelate aminotransferase
AT4G33700.1,AT4G33700,,2.86,UP,9.74,0.1656,CBS domain-containing protein
AT4G33740.1,AT4G33740,,3.60,UP,6.23,0.2087,uncharacterized protein
AT4G33760.1,AT4G33760,,1.73,UP,4.11,0.5492,aspartyl-tRNA synthetase
AT4G33780.1,AT4G33780,,1.19,UP,11.95,1,uncharacterized protein
AT4G33865.1,AT4G33865,,3.13,DOWN,1048.48,0.0011,40S ribosomal protein S29
AT4G33940.1,AT4G33940,,1.32,UP,11.05,0.9409,RING/U-box domain-containing protein
AT4G33960.1,AT4G33960,,1.83,DOWN,65.96,0.4045,uncharacterized protein
AT4G34000.2,AT4G34000,ABF3,165.86,UP,5.19,0.5672,abscisic acid-insensitive 5-like protein 6
AT4G34050.1,AT4G34050,CCoAOMT1,1.05,UP,66.81,1,putative caffeoyl-CoA O-methyltransferase
AT4G34100.2,AT4G34100,,1.30,UP,8.62,0.8989,RING/U-box domain-containing protein
AT4G34110.1,AT4G34110,PAB2,1.14,DOWN,51.30,0.5284,Polyadenylate-binding protein 2
AT4G34120.1,AT4G34120,CDCP1,1.27,DOWN,20.80,0.8398,cystathionine beta-synthase domain-containing protein
AT4G34131.1,AT4G34131,UGT73B3,3.30,UP,6.58,0.4453,UDP-glucosyl transferase 73B3
AT4G34135.1,AT4G34135,UGT73B2,2.74,UP,9.14,0.1505,UDP-glucosyltransferase 73B2
AT4G34138.1,AT4G34138,UGT73B1,1.53,DOWN,11.57,0.4232,UDP-glucosyl transferase 73B1
AT4G34150.1,AT4G34150,,1.28,DOWN,20.66,0.6829,calcium-dependent lipid-binding domain-containing protein
AT4G34160.1,AT4G34160,CYCD3,1.33,UP,9.68,0.7490,cyclin-D3-1
AT4G34180.1,AT4G34180,,1.27,UP,46.46,0.5284,cyclase family protein
AT4G34190.1,AT4G34190,SEP1,1.72,DOWN,190.12,0.0011,stress enhanced protein 1
AT4G34200.1,AT4G34200,EDA9,2.13,DOWN,29.21,0.0021,D-3-phosphoglycerate dehydrogenase
AT4G34215.1,AT4G34215,,10.79,DOWN,12.80,0.3999,uncharacterized protein
AT4G34220.1,AT4G34220,,1.43,UP,6.65,0.5672,receptor protein kinase-like protein
AT4G34240.1,AT4G34240,ALDH3,8.46,UP,5.10,0.4609,aldehyde dehydrogenase 3I1
AT4G34265.1,AT4G34265,,4528.09,DOWN,7.91,0.6892,uncharacterized protein
AT4G34265.2,AT4G34265,,3.22,UP,16.19,0.5579,uncharacterized protein
AT4G34270.1,AT4G34270,,1.05,UP,9.40,1,TIP41-like protein
AT4G34412.1,AT4G34412,,1.51,DOWN,10.99,0.8178,uncharacterized protein
AT4G34450.1,AT4G34450,,1.04,UP,18.78,1,coatomer subunit gamma
AT4G34460.4,AT4G34460,ELK4,1.51,UP,7.78,0.7300,guanine nucleotide-binding protein subunit beta
AT4G34480.1,AT4G34480,,1.24,DOWN,11.39,0.7984,glucan endo-1;3-beta-glucosidase 7
AT4G34490.1,AT4G34490,ATCAP1,1.85,DOWN,9.12,0.3773,cyclase associated protein 1
AT4G34555.1,AT4G34555,,1.17,UP,17.73,1,40S ribosomal protein S25-3
AT4G34588.1,AT4G34588,CPuORF2,1.04,DOWN,10.69,1,uncharacerized protein
AT4G34600.1,AT4G34600,,4.30,DOWN,10.18,0.5919,uncharacterized protein
AT4G34620.1,AT4G34620,SSR16,2.33,DOWN,688.41,0.0011,small subunit ribosomal protein 16
AT4G34630.1,AT4G34630,,1.08,UP,32.00,1,uncharacterized protein
AT4G34640.1,AT4G34640,SQS1,1.21,UP,12.00,0.8727,Squalene synthase
AT4G34670.1,AT4G34670,,1.72,DOWN,107.11,0.0038,40S ribosomal protein S3a-2
AT4G34700.1,AT4G34700,CIB22,1.13,UP,91.44,0.8340,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9
AT4G34710.1,AT4G34710,ATADC2,3.03,DOWN,86.41,0.0011,arginine decarboxylase 2
AT4G34720.1,AT4G34720,ATVHA-C1,2.16,DOWN,186.25,0.0011,V-type H+-transporting ATPase 16kDa proteolipid subunit
AT4G34730.1,AT4G34730,,1.09,DOWN,19.29,1,ribosome-binding factor A
AT4G34740.1,AT4G34740,ATASE2,1.86,DOWN,22.60,0.0944,amidophosphoribosyltransferase
AT4G34750.2,AT4G34750,,3.60,DOWN,7.64,0.3420,SAUR-like auxin-responsive family protein
AT4G34760.1,AT4G34760,,2.46,DOWN,37.82,0.1691,SAUR-like auxin-responsive protein 9
AT4G34830.1,AT4G34830,MRL1,1.52,UP,7.61,0.3124,pentatricopeptide repeat-containing protein
AT4G34870.1,AT4G34870,ROC5,1.60,DOWN,255.89,0.0011,Peptidyl-prolyl cis-trans isomerase CYP18-4
AT4G34881.1,AT4G34881,,3.72,DOWN,110.88,0.0011,uncharacterized protein
AT4G34920.1,AT4G34920,,1.24,DOWN,17.22,0.7176,1-phosphatidylinositol phosphodiesterase-related protein
AT4G34950.1,AT4G34950,,1.47,DOWN,24.87,0.2538,major facilitator family protein
AT4G34980.1,AT4G34980,SLP2,2.58,DOWN,22.95,0.0011,subtilisin-like serine protease 2
AT4G35000.1,AT4G35000,APX3,1.75,UP,30.42,0.1294,L-ascorbate peroxidase
AT4G35020.1,AT4G35020,ATROP6,2.39,UP,6.54,0.4957,Rac-like GTP-binding protein ARAC3
AT4G35080.1,AT4G35080,,30588.61,DOWN,5.55,0.5672,high-affinity nickel-transport family protein
AT4G35090.1,AT4G35090,CAT2,1.22,DOWN,270.82,0.0069,catalase 2
